customer_id,Recency,Frequency,Monetary,AOV,TotalItems,Cluster,Segment
008ea5bdd1a99fb584cce7739349da75,143,0.6931471805599453,3.828641396489095,3.828641396489095,0.6931471805599453,1,Low Value
00a1d0d7d91c17c634d6896ce10ce1c6,35,0.6931471805599453,4.564348191467836,4.564348191467836,0.6931471805599453,0,VIP
012c61cc2c69b09c85071ccac0ccee16,374,0.6931471805599453,4.0943445622221,4.0943445622221,0.6931471805599453,1,Normal
01525fe1e0d8e9616b2503260671d20d,24,0.6931471805599453,4.248495242049359,4.248495242049359,0.6931471805599453,0,Normal
01531f72337b960a58cdba9c94e96d1a,301,0.6931471805599453,3.4011973816621555,3.4011973816621555,0.6931471805599453,2,Low Value
015f170c7abe45372b9f0414d901e71b,291,0.6931471805599453,4.07753744390572,3.4011973816621555,1.0986122886681096,1,Normal
017c61c786dae249f339e690764ec7e6,333,0.6931471805599453,4.02535169073515,4.02535169073515,0.6931471805599453,1,Normal
01a22e2079ea71e17313b88e5811e54a,224,1.0986122886681096,4.962844630259907,3.8781214537524646,1.3862943611198906,4,VIP
01ea2467bec4e5ba6c007621c7df3bf5,13,0.6931471805599453,3.912023005428146,3.912023005428146,0.6931471805599453,3,Normal
0206671ca1e6cea41033a21774bef222,133,0.6931471805599453,4.248495242049359,4.248495242049359,0.6931471805599453,1,Normal
023d64edb6716ac1a0a5da6e6277a713,123,0.6931471805599453,4.02535169073515,4.02535169073515,0.6931471805599453,1,Normal
0242712d1c9c34808dfa88c597c7b0f9,283,0.6931471805599453,3.912023005428146,3.912023005428146,0.6931471805599453,1,Normal
024c9fd1cf1c2c614f24a18e5dd1784d,140,0.6931471805599453,3.6635616461296463,3.6635616461296463,0.6931471805599453,3,Low Value
028bb7f0b0813c2df891b680c35b5f63,355,0.6931471805599453,5.298317366548036,5.298317366548036,0.6931471805599453,0,VIP
0299711900aa07c0fe4961eb253431f8,283,0.6931471805599453,3.912023005428146,3.912023005428146,0.6931471805599453,1,Normal
